id,comment,rating,placeId,touristId
450,"It is a beautiful and exotic place for me. A Ferry was at 4$ by cash. It was departed once 12 of guests on board but not waited so long. Once arrived in the island, there are several rental bike shops around $8-10. Also, there are some places to eat. Otherwise, you can grab some food at the hawker center in the changi ferry point. We went upto the wetlands. There is parking area for bicycles so you can walk along the trail. A whole trip to back to changi ferry point took around 3hours.",4,94,3
451,Very good initiative to bride our younger generation with our origin and educate our heritage in an excellent manner.  They exhibit rare artifacts and take us to different timeline. Also we can feel the early settlements and historical facts in a lively manner.,5,95,5
452,This is a dynamic cultural center with something for folks of all ages. There are interactive exhibits for kids as well as detailed information  Supporting these kinds of centers is important for people of Indian heritage and others alike. It helps to see the strength and diversity of various cultural communities.,5,95,6
453,"We braved the hot weather and went on a Sunday. Yea. Forgot it was not the best day to go. But didn't regret. There were free vadai and masala tea upon arrival. Some booths for activities and the rest of the museum were on 3rd and 4th floor. At the end of the tour, free packet drinks were given out. Overall, nice tour. We took about an hour. As a Singaporean, we felt we should go take a look and we loved it.",5,95,1
454,"An excellent museum of two floors of permant exhibition, strating from the 4th floor then the 3rd.  Thiis place is organized and managed, with the foreign admission of SGD 8.",5,95,2
455,"😁 FREE admission for all local Singaporean Citizens, PR and student pass holders!! Video is greatly created for a summary of Indian heritage history 👍🙏💕 Also like the staircase's design which can look at the street downstairs. Worth to visit!",5,95,3
456,"The area is filled with modern malls, luxury boutiques, and a wide variety of restaurants and cafes. It’s also very clean, well-maintained, and easy to navigate with public transportation. Whether you’re looking to shop, dine, or just enjoy the city’s lively atmosphere, Orchard Road offers an unforgettable experience for both tourists and locals",5,96,3
457,Walking alone the city of Singapore where people are very respectful and responsible. You cannot see a single garbage on the street. It blown my mind how clean and organized Singapore is.,5,96,4
458,"Luxury shopping mall with a wide variety of stores — you can find almost anything you need here. Naturally, prices are on the higher side. Conveniently accessible via Orchard MRT. The Apple Store stands out with its stunning design. I would definitely come back again.",5,96,5
459,"Great shopping street, all ranges",5,96,6
460,"Orchard Road is truly a shopper’s paradise and so much more than just a street lined with malls. I didn’t go there for major shopping, but I really enjoyed walking around, exploring the unique architecture of each shopping complex, and taking lots of photos.  Every mall has its own personality—ION Orchard looks super futuristic, Paragon feels upscale and elegant, and 313@Somerset has a younger, trendier vibe. The buildings themselves are quite photogenic, especially if you love capturing modern urban design. Even just window shopping was fun!  The whole area is clean, lively, and well-organized. There are plenty of cafes and restaurants where you can take a break, and the sidewalks are wide and shaded with trees, which makes walking more comfortable, even on a sunny day.  If you’re into architecture or street photography, Orchard Road offers plenty of great angles—especially in the evening when everything lights up. It’s a great place to experience a different side of Singapore: stylish, energetic, and full of life.  Definitely worth visiting, even if you're not planning a shopping spree!",4,96,1
461,"This is a great place to spend few hours. Even though it is a popular spot, you will never find it cramped. There are options to take easy, moderate and difficult treks. I would definetly go again.",5,97,4
